loan_id,customer_id,issue_date,due_date,loan_amount,outstanding_amount,overdue_amount,days_past_due,loan_status,product_type,interest_rate,term_months,monthly_payment,risk_score,currency
L000863,C00027,2024-08-14,2025-08-09,14795237,14717252,8999598,22,Overdue,Installment,24.88,12,1539691.0,675,UZS
L000864,C00742,2025-10-22,2027-04-15,21496080,9900471,0,0,Active,Credit card,40.96,18,1683381.91,520,UZS
L000865,C01804,2024-09-24,2026-09-14,17461539,9423505,0,0,Active,Cash loan,42.12,24,1034014.13,397,UZS
L000866,C02335,2024-02-07,2025-02-01,29903049,28105938,6277472,8,Overdue,Cash loan,30.16,12,3243484.05,429,UZS
L000867,C01136,2025-07-29,2025-10-27,18476985,15235254,5798682,64,Overdue,Installment,38.37,3,8522201.38,609,UZS
L000868,C01941,2024-01-20,2024-10-16,26355078,0,0,0,Closed,Credit card,24.28,9,3639343.44,642,UZS
L000869,C01683,2025-08-16,2026-05-13,29061329,4502722,0,0,Active,Credit card,27.92,9,4130583.56,746,UZS
L000870,C02351,2024-04-16,2024-10-13,32520774,15175684,0,0,Active,Credit card,33.07,6,7212565.66,651,UZS
L000871,C02129,2025-05-14,2026-02-08,8032999,8024113,1153741,55,Overdue,Installment,30.31,9,1163089.0,662,UZS
L000872,C02275,2025-07-14,2027-07-04,39535413,21975925,0,0,Active,Cash loan,22.31,24,2014823.49,701,UZS
L000873,C02008,2024-04-27,2025-01-22,5153340,2207691,484115,158,Default,Credit card,45.32,9,832092.63,491,UZS
L000874,C02046,2024-03-17,2024-12-12,2428365,1943485,0,0,Active,Credit card,40.66,9,379526.47,364,UZS
L000875,C01025,2025-09-12,2025-12-11,34909193,29181665,0,0,Active,Credit card,33.55,3,15540409.08,845,UZS
L000876,C02173,2024-01-28,2025-01-22,33494399,14706317,0,0,Active,Credit card,45.47,12,4060358.52,645,UZS
L000877,C02393,2024-05-01,2024-07-30,17370252,2481360,0,0,Active,Credit card,34.21,3,7770871.74,671,UZS
L000878,C01585,2025-03-25,2025-09-21,13182676,12042514,4577878,22,Overdue,Installment,24.85,6,2743095.16,437,UZS
L000879,C01375,2025-09-25,2025-12-24,34309291,0,0,0,Closed,Cash loan,22.11,3,13965025.08,801,UZS
L000880,C02402,2024-12-14,2025-12-09,19516163,2871362,0,0,Active,Installment,44.27,12,2346330.7,778,UZS
L000881,C02146,2025-09-11,2026-09-06,16453082,0,0,0,Closed,Cash loan,41.93,12,1945988.27,695,UZS
L000882,C01202,2024-07-18,2027-07-03,11111434,5194614,0,0,Active,Credit card,42.15,36,438747.32,661,UZS
L000883,C01738,2024-12-25,2026-06-18,26674314,0,0,0,Closed,Credit card,31.24,18,1944853.87,715,UZS
L000884,C01063,2025-10-10,2026-07-07,13706150,3968700,0,0,Active,Credit card,29.67,9,1974751.63,721,UZS
L000885,C00148,2024-05-12,2025-02-06,10097943,6500361,0,0,Active,Credit card,38.3,9,1551717.24,733,UZS
L000886,C02148,2024-11-18,2025-05-17,13165779,6786619,0,0,Active,Credit card,44.6,6,3172952.74,345,UZS
L000887,C01975,2025-01-18,2025-07-17,8244810,1977907,0,0,Active,Installment,36.57,6,1876656.17,656,UZS
L000888,C01015,2025-01-23,2025-10-20,2439464,345237,0,0,Active,Installment,41.27,9,382914.53,870,UZS
L000889,C01126,2024-01-02,2025-12-22,28925753,5134894,0,0,Active,Cash loan,41.25,24,1702401.09,811,UZS
L000890,C00579,2025-06-12,2025-12-09,16165114,0,0,0,Closed,Installment,44.19,6,3884746.31,671,UZS
L000891,C01914,2025-03-13,2025-12-08,29447313,24990558,11785514,28,Overdue,Cash loan,28.35,9,4199514.03,576,UZS
L000892,C01375,2024-02-24,2026-02-13,10518625,6008385,0,0,Active,Installment,32.47,24,580584.27,508,UZS
L000893,C01979,2024-04-22,2026-04-12,5858245,2586586,563325,45,Overdue,Credit card,27.67,24,311634.22,530,UZS
L000894,C00089,2024-09-26,2025-06-23,11785470,0,0,0,Closed,Installment,33.35,9,1746213.8,785,UZS
L000895,C02417,2024-12-15,2025-03-15,26081311,6241182,0,0,Active,Cash loan,33.22,3,11581840.84,778,UZS
L000896,C01653,2025-04-26,2026-01-21,4028787,2458164,0,0,Active,Credit card,24.87,9,558971.81,553,UZS
L000897,C00656,2024-09-01,2026-08-22,4182732,1866713,0,0,Active,Installment,30.73,24,227836.9,741,UZS
L000898,C02410,2024-10-31,2026-10-21,24484166,8590259,0,0,Active,Installment,38.64,24,1414368.66,428,UZS
L000899,C00048,2024-03-08,2027-02-21,22071126,16880786,0,0,Active,Installment,41.65,36,868437.5,657,UZS
L000900,C01095,2024-02-06,2025-01-31,38414038,0,0,0,Closed,Cash loan,34.29,12,4298850.97,740,UZS
L000901,C00804,2024-08-21,2025-05-18,17516916,1846793,0,0,Active,Credit card,28.99,9,2510563.33,609,UZS
L000902,C01075,2025-05-05,2025-11-01,22613800,16154749,0,0,Active,Credit card,27.88,6,4819754.57,511,UZS
L000903,C01598,2024-09-19,2025-03-18,18523809,5561495,0,0,Active,Credit card,28.27,6,3960081.63,654,UZS
L000904,C01095,2025-07-18,2027-01-09,26911961,15076613,1553604,51,Overdue,Credit card,39.12,18,2079995.56,537,UZS
L000905,C01402,2025-09-26,2027-03-20,6629587,5132624,0,0,Active,Cash loan,36.57,18,503001.5,564,UZS
L000906,C02450,2025-02-15,2026-02-10,2715742,2235721,0,0,Active,Credit card,30.46,12,295246.42,534,UZS
L000907,C00014,2024-01-31,2025-01-25,1484314,661909,131065,57,Overdue,Microloan,24.82,12,154393.39,630,UZS
L000908,C02496,2024-04-05,2025-09-27,1146940,1144298,700990,22,Overdue,Installment,44.4,18,92010.08,515,UZS
L000909,C00518,2024-02-26,2024-11-22,28231585,23165486,0,0,Active,Credit card,29.14,9,4050918.76,416,UZS
L000910,C01180,2024-08-10,2026-02-01,27383497,19401520,0,0,Active,Credit card,44.59,18,2199655.46,620,UZS
L000911,C00616,2024-12-03,2026-11-23,24972606,19352368,10814359,3,Overdue,Cash loan,42.89,24,1486806.53,503,UZS
L000912,C01789,2024-05-14,2025-11-05,3379768,1399568,0,0,Active,Microloan,34.67,18,252862.98,587,UZS
L000913,C02155,2024-03-22,2024-12-17,3376358,1409347,0,0,Active,Credit card,39.44,9,523110.4,477,UZS
L000914,C01345,2024-09-25,2026-09-15,15008402,10650600,1800773,55,Overdue,Credit card,39.11,24,869924.5,732,UZS
L000915,C01333,2025-06-06,2026-11-28,10566703,5841044,3331220,31,Overdue,Credit card,36.43,18,800897.38,559,UZS
L000916,C00862,2024-12-06,2026-05-30,3610635,774147,0,0,Active,Installment,32.53,18,265843.03,709,UZS
L000917,C01351,2025-04-07,2027-03-28,36329808,27593869,0,0,Active,Cash loan,24.82,24,1889452.76,744,UZS
L000918,C00889,2024-05-31,2027-05-16,20689560,18867142,11992415,31,Overdue,Installment,36.4,36,783904.44,418,UZS
L000919,C01165,2024-11-13,2026-05-07,16496950,10035231,0,0,Active,Installment,30.18,18,1193096.08,844,UZS
L000920,C01728,2025-05-15,2025-08-13,14214272,3220485,0,0,Active,Credit card,32.81,3,6292658.21,563,UZS
L000921,C01830,2024-01-22,2025-01-16,23208213,9236302,0,0,Active,Cash loan,26.74,12,2451174.1,808,UZS
L000922,C00258,2025-01-11,2025-04-11,4664410,1456174,0,0,Active,Microloan,30.75,3,2032905.36,776,UZS
L000923,C02277,2024-10-23,2025-07-20,26867026,0,0,0,Closed,Cash loan,45.0,9,4328576.41,636,UZS
L000924,C01737,2025-11-10,2026-05-09,6019931,0,0,0,Closed,Microloan,31.95,6,1323883.16,761,UZS
L000925,C00222,2025-09-19,2026-06-16,11117406,3953576,605990,17,Overdue,Installment,43.86,9,1777055.59,747,UZS
L000926,C01932,2024-06-11,2024-09-09,20430872,9598400,1354720,59,Overdue,Installment,38.32,3,9419994.05,520,UZS
L000927,C00148,2025-06-14,2026-12-06,12752796,4524631,745732,12,Overdue,Installment,42.19,18,1007400.04,487,UZS
L000928,C00710,2025-02-19,2025-11-16,6253947,1643850,0,0,Active,Cash loan,35.7,9,942956.23,464,UZS
L000929,C00996,2024-02-13,2024-08-11,23336830,11413342,0,0,Active,Installment,44.65,6,5626120.77,570,UZS
L000930,C00258,2025-09-21,2026-03-20,10970840,5199367,3271348,25,Overdue,Installment,43.14,6,2617276.73,716,UZS
L000931,C00554,2025-07-10,2026-01-06,25466610,12597462,6761793,24,Overdue,Credit card,31.91,6,5598834.21,545,UZS
L000932,C01126,2024-09-20,2025-09-15,27719334,19828283,0,0,Active,Credit card,31.76,12,3043582.87,841,UZS
L000933,C01812,2025-10-28,2026-07-25,4118024,0,0,0,Closed,Installment,29.26,9,591439.76,731,UZS
L000934,C02497,2024-11-14,2025-11-09,15960719,11357417,0,0,Active,Installment,27.21,12,1691969.22,606,UZS
L000935,C02331,2024-12-08,2025-06-06,13082397,5322146,1742006,5,Overdue,Credit card,41.05,6,3075453.49,602,UZS
L000936,C00046,2025-08-01,2028-07-16,27691702,19546624,0,0,Active,Credit card,23.53,36,950209.99,648,UZS
L000937,C00499,2025-07-04,2025-12-31,28222865,23455459,0,0,Active,Credit card,37.49,6,6467269.51,469,UZS
L000938,C01091,2025-05-17,2025-11-13,2760014,1575317,830789,23,Overdue,Installment,26.89,6,583696.96,556,UZS
L000939,C01695,2024-11-04,2026-10-25,11964982,9339150,6051938,56,Overdue,Installment,29.81,24,647155.96,575,UZS
L000940,C01841,2025-10-29,2028-10-13,18858273,7396880,2495407,71,Overdue,Credit card,39.97,36,733220.13,800,UZS
L000941,C01739,2024-09-18,2026-03-12,20714569,19015295,11024719,14,Overdue,Cash loan,26.26,18,1453011.93,525,UZS
L000942,C00252,2024-03-30,2026-03-20,37232336,10692018,0,0,Active,Cash loan,23.99,24,1923515.56,651,UZS
L000943,C02353,2025-06-24,2026-03-21,4456401,3294007,0,0,Active,Cash loan,29.67,9,642068.35,797,UZS
L000944,C02226,2024-09-26,2025-03-25,15457396,13082018,0,0,Active,Cash loan,26.47,6,3258161.45,756,UZS
L000945,C02007,2024-02-18,2027-02-02,8952721,3171001,1883842,32,Overdue,Credit card,23.04,36,305984.11,730,UZS
L000946,C01490,2025-09-09,2025-12-08,38483466,0,0,0,Closed,Cash loan,35.93,3,17436858.44,785,UZS
L000947,C01665,2025-09-04,2025-12-03,5452858,936593,0,0,Active,Installment,24.71,3,2266753.07,767,UZS
L000948,C01188,2025-05-30,2028-05-14,16001709,5250223,766986,29,Overdue,Cash loan,36.29,36,605798.03,372,UZS
L000949,C00628,2024-05-23,2024-08-21,21719066,9663380,0,0,Active,Credit card,28.78,3,9323271.06,638,UZS
L000950,C01831,2024-06-07,2024-09-05,22019894,12022267,7376096,26,Overdue,Cash loan,26.21,3,9263769.41,438,UZS
L000951,C00825,2025-02-27,2025-11-24,18119221,6320304,0,0,Active,Installment,25.59,9,2528436.63,840,UZS
L000952,C01872,2024-02-25,2026-02-14,7979678,5131071,0,0,Active,Microloan,24.71,24,414644.02,692,UZS
L000953,C00032,2024-12-30,2026-12-20,18355377,12220735,7450190,3,Overdue,Credit card,32.89,24,1016352.52,648,UZS
L000954,C02453,2024-07-03,2024-12-30,27493086,0,0,0,Closed,Cash loan,22.4,6,5608589.54,567,UZS
L000955,C01518,2024-10-15,2026-10-05,42108471,18181209,0,0,Active,Cash loan,29.12,24,2265435.74,705,UZS
L000956,C00596,2025-06-24,2025-12-21,11106996,0,0,0,Closed,Credit card,40.82,6,2606811.96,715,UZS
L000957,C01356,2025-08-10,2025-11-08,12220249,5845167,0,0,Active,Credit card,40.7,3,5731296.78,818,UZS
L000958,C00404,2024-08-14,2025-02-10,22087988,0,0,0,Closed,Cash loan,26.87,6,4670505.06,820,UZS
L000959,C00976,2025-05-08,2027-04-28,27716496,23274878,6007901,27,Overdue,Cash loan,32.82,24,1533877.08,662,UZS
L000960,C01839,2025-10-24,2026-04-22,9435211,3950823,2525024,71,Overdue,Cash loan,42.03,6,2233471.7,801,UZS
L000961,C00918,2025-10-04,2028-09-18,5104944,1968015,0,0,Active,Credit card,24.6,36,176687.78,778,UZS
L000962,C01551,2025-01-18,2025-04-18,5167328,0,0,0,Closed,Credit card,27.74,3,2200248.26,778,UZS
L000963,C00284,2024-12-21,2026-12-11,6996573,4464554,0,0,Active,Microloan,23.77,24,360819.1,701,UZS
L000964,C02412,2025-01-19,2025-10-16,36525417,0,0,0,Closed,Cash loan,23.04,9,4993430.34,815,UZS
L000965,C01436,2025-10-06,2026-07-03,34853710,0,0,0,Closed,Credit card,33.21,9,5158736.34,677,UZS
L000966,C02038,2025-01-26,2028-01-11,21345784,10747356,0,0,Active,Credit card,37.55,36,815586.83,650,UZS
L000967,C01743,2024-07-05,2025-06-30,10426229,0,0,0,Closed,Cash loan,45.48,12,1264006.5,531,UZS
L000968,C01569,2024-03-07,2024-06-05,19197744,10650389,0,0,Active,Credit card,44.54,3,9249473.06,460,UZS
L000969,C00903,2024-01-04,2025-06-27,20782594,9362870,0,0,Active,Installment,23.18,18,1422222.18,762,UZS
L000970,C00805,2025-05-26,2027-05-16,4923998,0,0,0,Closed,Microloan,38.01,24,283150.4,398,UZS
L000971,C02146,2025-05-17,2028-05-01,2669416,1039131,0,0,Active,Installment,25.11,36,92769.62,793,UZS
L000972,C00412,2024-12-09,2025-12-04,43258472,37146475,19000719,21,Overdue,Cash loan,45.77,12,5254822.89,382,UZS
L000973,C00686,2024-12-28,2027-12-13,11061549,0,0,0,Closed,Cash loan,44.41,36,443721.75,478,UZS
L000974,C01883,2025-06-27,2028-06-11,13801289,11120189,3888054,84,Overdue,Credit card,33.35,36,511222.75,403,UZS
L000975,C01488,2025-07-18,2026-01-14,17443831,0,0,0,Closed,Installment,28.77,6,3743736.86,584,UZS
L000976,C01848,2025-01-17,2028-01-02,24369658,12252704,0,0,Active,Credit card,30.95,36,886446.31,620,UZS
L000977,C02476,2025-04-25,2028-04-09,6954024,1016584,0,0,Active,Installment,31.12,36,253281.01,821,UZS
L000978,C01042,2025-08-14,2025-11-12,13801808,0,0,0,Closed,Installment,35.8,3,6247618.42,476,UZS
L000979,C00864,2025-11-25,2026-02-23,22042440,12807662,0,0,Active,Installment,34.73,3,9899259.8,760,UZS
L000980,C02112,2025-05-03,2026-01-28,13053636,2634401,0,0,Active,Credit card,38.21,9,2004603.37,650,UZS
L000981,C02249,2024-09-16,2025-09-11,2062768,1696020,293975,19,Overdue,Microloan,27.54,12,219237.86,735,UZS
L000982,C00677,2024-05-20,2025-11-11,16780599,0,0,0,Closed,Credit card,22.19,18,1139123.0,737,UZS
L000983,C01001,2024-10-10,2026-09-30,13533307,11152488,0,0,Active,Installment,38.63,24,781717.65,779,UZS
L000984,C02028,2025-07-30,2025-10-28,8839735,5131945,0,0,Active,Credit card,26.95,3,3740681.19,514,UZS
L000985,C01015,2024-03-19,2024-06-17,17607890,2423248,0,0,Active,Installment,28.52,3,7543220.08,779,UZS
L000986,C00142,2024-07-11,2025-07-06,30677064,0,0,0,Closed,Credit card,26.47,12,3233106.9,680,UZS
L000987,C01051,2025-08-13,2025-11-11,30309056,10407669,0,0,Active,Cash loan,31.59,3,13294562.26,665,UZS
L000988,C01116,2025-08-16,2027-08-06,21292941,15226650,3902065,88,Overdue,Cash loan,26.63,24,1123468.8,465,UZS
L000989,C01141,2024-06-02,2024-08-31,30548133,0,0,0,Closed,Credit card,36.76,3,13925875.56,486,UZS
L000990,C00466,2024-06-08,2027-05-24,42340803,0,0,0,Closed,Cash loan,43.31,36,1685516.8,568,UZS
L000991,C00318,2024-11-28,2026-11-18,36519837,21264378,0,0,Active,Cash loan,42.9,24,2174451.96,603,UZS
L000992,C01688,2024-06-14,2025-06-09,15574618,0,0,0,Closed,Cash loan,22.08,12,1584457.8,615,UZS
L000993,C00729,2024-08-24,2025-05-21,6449160,5711204,856772,22,Overdue,Microloan,32.68,9,950749.5,806,UZS
L000994,C01209,2025-01-29,2026-01-24,7164703,0,0,0,Closed,Cash loan,23.22,12,735695.59,502,UZS
L000995,C00208,2024-09-12,2026-03-06,3727091,3107579,470004,7,Overdue,Credit card,26.26,18,261434.73,680,UZS
L000996,C00699,2025-10-10,2026-01-08,35722584,12864624,6936081,41,Overdue,Cash loan,43.78,3,17120643.76,574,UZS
L000997,C01106,2024-08-11,2026-08-01,16224395,5766281,0,0,Active,Cash loan,44.57,24,977316.99,824,UZS
L000998,C00276,2025-03-17,2027-03-07,24440910,15770994,0,0,Active,Cash loan,35.17,24,1376532.42,781,UZS
L000999,C02318,2024-12-03,2025-06-01,23402285,5149071,0,0,Active,Cash loan,35.99,6,5304127.9,378,UZS
L001000,C02489,2024-04-25,2025-01-20,10392613,0,0,0,Closed,Cash loan,38.64,9,1600924.3,446,UZS
L001001,C01626,2025-08-18,2026-02-14,7669916,6707753,793642,89,Overdue,Microloan,32.81,6,1697735.91,536,UZS
L001002,C00176,2025-09-26,2027-03-20,23315601,11434646,0,0,Active,Cash loan,31.68,18,1705665.74,766,UZS
L001003,C01218,2025-07-09,2026-01-05,7261853,5556671,0,0,Active,Installment,29.85,6,1571586.02,722,UZS
L001004,C02485,2025-03-02,2025-11-27,5337828,0,0,0,Closed,Microloan,26.59,9,750795.16,513,UZS
L001005,C00613,2025-07-27,2027-07-17,5300881,4847526,2717045,5,Overdue,Credit card,43.29,24,316484.68,395,UZS
L001006,C00966,2025-07-10,2026-04-06,3830126,0,0,0,Closed,Cash loan,31.47,9,559496.29,821,UZS
L001007,C01610,2024-03-24,2026-03-14,6304901,4261025,1553598,27,Overdue,Installment,22.94,24,322968.55,610,UZS
L001008,C01836,2024-01-31,2024-10-27,21772860,0,0,0,Closed,Installment,43.59,9,3473738.85,463,UZS
L001009,C01619,2024-11-05,2025-02-03,7757498,1006829,0,0,Active,Microloan,37.61,3,3558364.33,705,UZS
L001010,C00732,2024-02-23,2024-05-23,25453138,16420647,10678929,57,Overdue,Credit card,28.81,3,10928729.02,610,UZS
L001011,C01893,2024-05-20,2025-02-14,16504258,0,0,0,Closed,Credit card,45.73,9,2672406.13,622,UZS
L001012,C02428,2025-08-30,2026-02-26,27248224,9245239,0,0,Active,Credit card,26.45,6,5742563.21,900,UZS
L001013,C02276,2025-07-18,2026-01-14,8399646,5735276,0,0,Active,Credit card,33.03,6,1862341.51,813,UZS
L001014,C01747,2025-05-04,2027-04-24,10200531,0,0,0,Closed,Installment,40.56,24,597411.1,568,UZS
L001015,C00947,2025-09-20,2027-03-14,27643430,15062299,0,0,Active,Cash loan,38.19,18,2122247.55,491,UZS
L001016,C00784,2024-11-15,2026-11-05,34378713,28947860,8062552,42,Overdue,Cash loan,28.78,24,1844704.44,751,UZS
L001017,C02367,2025-02-13,2025-08-12,14679709,13774953,4339685,78,Overdue,Credit card,36.66,6,3343548.39,590,UZS
L001018,C01054,2025-01-02,2025-09-29,6465458,4749400,0,0,Active,Installment,26.53,9,908971.56,686,UZS
L001019,C00142,2025-09-19,2025-12-18,5230198,953467,0,0,Active,Credit card,39.94,3,2439713.03,661,UZS
L001020,C00408,2025-02-24,2026-02-19,23711302,0,0,0,Closed,Cash loan,32.29,12,2613973.45,567,UZS
L001021,C01647,2025-09-11,2025-12-10,10449302,0,0,0,Closed,Credit card,25.42,3,4368504.86,651,UZS
L001022,C00972,2025-03-05,2028-02-18,35672918,0,0,0,Closed,Cash loan,45.83,36,1445050.45,688,UZS
L001023,C00814,2025-11-25,2026-05-24,29700407,22724738,0,0,Active,Credit card,42.96,6,7076616.97,470,UZS
L001024,C02336,2024-12-27,2027-12-12,16868649,0,0,0,Closed,Credit card,24.88,36,585154.69,739,UZS
L001025,C00661,2024-11-20,2026-05-14,9192928,3027781,0,0,Active,Installment,42.19,18,726190.24,607,UZS
L001026,C00844,2024-04-17,2024-07-16,38905861,27507444,7032264,85,Overdue,Cash loan,41.93,3,18406362.84,573,UZS
L001027,C00110,2025-06-29,2025-09-27,37187358,6303616,0,0,Active,Cash loan,22.9,3,15234420.99,605,UZS
L001028,C00183,2025-05-27,2025-11-23,23438108,17439948,6668150,124,Default,Cash loan,32.69,6,5183337.58,373,UZS
L001029,C00785,2024-03-06,2024-12-01,41109245,31448740,7971868,31,Overdue,Cash loan,39.38,9,6366451.74,455,UZS
L001030,C01257,2024-04-16,2024-07-15,30605799,12129803,0,0,Active,Cash loan,23.58,3,12607548.8,473,UZS
L001031,C01198,2024-05-04,2024-10-31,25563889,11612875,0,0,Active,Cash loan,45.42,6,6195834.56,739,UZS
L001032,C00602,2024-05-10,2026-04-30,34215498,0,0,0,Closed,Credit card,33.14,24,1898104.75,666,UZS
L001033,C00349,2024-03-19,2026-03-09,21129635,13448711,0,0,Active,Installment,43.75,24,1265577.1,736,UZS
L001034,C01860,2025-05-02,2027-04-22,13450886,2644370,0,0,Active,Installment,27.11,24,712392.55,477,UZS
L001035,C02200,2025-08-10,2026-02-06,44253436,31457558,9168339,16,Overdue,Cash loan,39.74,6,10306625.24,490,UZS
L001036,C01679,2024-03-27,2026-03-17,1451848,0,0,0,Closed,Microloan,37.78,24,83348.17,702,UZS
L001037,C01277,2024-02-11,2024-08-09,31406190,0,0,0,Closed,Credit card,24.55,6,6519401.61,467,UZS
L001038,C02210,2024-09-01,2026-08-22,3106228,1108318,485581,7,Overdue,Credit card,28.04,24,165717.26,500,UZS
L001039,C01682,2024-11-17,2027-11-02,31217704,21096805,0,0,Active,Cash loan,26.73,36,1098949.9,544,UZS
L001040,C02290,2024-07-09,2024-10-07,24898937,23836877,9765709,11,Overdue,Credit card,36.24,3,11307437.26,477,UZS
L001041,C01693,2025-05-30,2028-05-14,19053848,0,0,0,Closed,Installment,25.25,36,662915.13,709,UZS
L001042,C00434,2024-02-02,2026-01-22,28159907,0,0,0,Closed,Credit card,36.85,24,1605701.36,677,UZS
L001043,C02026,2024-03-10,2024-06-08,15506747,7800841,0,0,Active,Credit card,22.37,3,6325202.1,802,UZS
L001044,C01145,2024-01-24,2026-01-13,23845701,12033522,7150744,110,Default,Cash loan,45.07,24,1441373.27,697,UZS
L001045,C00243,2025-07-30,2027-01-21,4756974,524859,0,0,Active,Credit card,27.81,18,337771.58,485,UZS
L001046,C01337,2024-02-18,2026-02-07,23132955,16888921,0,0,Active,Installment,37.83,24,1328506.33,813,UZS
L001047,C02172,2025-09-20,2028-09-04,23054272,6002000,0,0,Active,Installment,40.62,36,900525.48,666,UZS
L001048,C01069,2024-08-21,2026-02-12,16841477,3487013,0,0,Active,Credit card,31.69,18,1232141.17,821,UZS
L001049,C02350,2025-04-23,2025-07-22,21958917,10391450,6114775,17,Overdue,Cash loan,44.14,3,10550527.65,754,UZS
L001050,C01553,2024-04-09,2025-10-01,17559741,2040098,0,0,Active,Credit card,28.51,18,1253667.95,724,UZS
L001051,C01886,2024-06-07,2025-03-04,28590824,0,0,0,Closed,Cash loan,40.77,9,4471922.55,464,UZS
L001052,C01355,2024-05-21,2025-02-15,9134393,6524795,4254781,11,Overdue,Cash loan,22.65,9,1244814.78,582,UZS
L001053,C00564,2024-01-12,2025-01-06,9876024,9722348,2776461,2,Overdue,Cash loan,25.93,12,1036406.42,736,UZS
L001054,C01737,2025-03-24,2027-03-14,29390554,12294511,0,0,Active,Credit card,24.97,24,1530390.64,772,UZS
L001055,C01677,2024-11-16,2026-11-06,44686270,27988457,0,0,Active,Cash loan,34.81,24,2510065.02,555,UZS
L001056,C01350,2025-03-25,2028-03-09,24255412,9133569,0,0,Active,Cash loan,34.81,36,908297.8,708,UZS
L001057,C01105,2025-08-17,2028-08-01,8139535,5354375,2763921,79,Overdue,Credit card,44.78,36,327344.97,576,UZS
L001058,C01366,2024-06-24,2025-12-16,13276411,10359424,6578628,16,Overdue,Credit card,41.71,18,1045222.33,643,UZS
L001059,C00868,2024-10-28,2025-04-26,7067785,2218971,0,0,Active,Installment,43.83,6,1694265.86,859,UZS
L001060,C02317,2025-08-24,2026-02-20,11271653,10671436,3565377,79,Overdue,Installment,35.11,6,2538188.39,477,UZS
L001061,C00516,2025-11-18,2026-11-13,2243930,0,0,0,Closed,Microloan,45.94,12,272899.29,676,UZS
L001062,C01441,2024-10-24,2026-10-14,1344530,1212491,305509,29,Overdue,Microloan,45.47,24,81495.32,521,UZS
L001063,C00812,2024-02-14,2024-05-14,21243623,6153305,0,0,Active,Credit card,22.75,3,8692182.41,798,UZS
L001064,C02309,2024-05-19,2025-02-13,9989579,0,0,0,Closed,Cash loan,27.22,9,1412082.49,580,UZS
L001065,C01523,2024-08-24,2026-08-14,42224334,0,0,0,Closed,Cash loan,28.21,24,2255659.11,774,UZS
L001066,C01096,2025-04-15,2026-10-07,6251892,5052379,1524171,46,Overdue,Microloan,41.16,18,490287.26,621,UZS
