action_id,loan_id,customer_id,collector_id,action_date,action_type,action_result,promise_to_pay_date,promise_amount,next_follow_up_date
A00001091,L000939,C01695,CL021,2025-12-23,Push,Wrong Number,,,2026-01-02
A00001092,L000939,C01695,CL020,2025-11-16,Call,Promise to Pay,2025-11-25,977577,2025-11-23
A00001093,L000940,C01841,CL019,2025-12-17,Push,Refused,,,2025-12-22
A00001094,L000940,C01841,CL027,2025-12-27,Call,Refused,,,2025-12-28
A00001095,L000941,C01739,CL014,2025-12-21,SMS,Refused,,,2025-12-22
A00001096,L000945,C02007,CL023,2025-12-24,Call,Paid,,,2026-01-03
A00001097,L000945,C02007,CL016,2025-12-04,SMS,Rescheduled,,,2025-12-07
A00001098,L000945,C02007,CL018,2025-12-16,Email,Wrong Number,,,2025-12-21
A00001099,L000945,C02007,CL020,2025-12-05,Call,No Answer,,,2025-12-12
A00001100,L000945,C02007,CL024,2025-12-05,Push,Refused,,,2025-12-07
A00001101,L000945,C02007,CL021,2025-12-03,Push,Promise to Pay,2025-12-10,422771,2025-12-07
A00001102,L000948,C01188,CL006,2025-12-02,Call,Refused,,,2025-12-04
A00001103,L000948,C01188,CL010,2025-11-27,Call,Paid,,,2025-11-29
A00001104,L000950,C01831,CL010,2025-12-21,Call,No Answer,,,2025-12-28
A00001105,L000950,C01831,CL011,2025-12-18,Call,No Answer,,,2025-12-20
A00001106,L000950,C01831,CL012,2025-12-27,Push,Promise to Pay,2026-01-04,1362404,2026-01-04
A00001107,L000950,C01831,CL009,2025-12-09,Call,Refused,,,2025-12-12
A00001108,L000950,C01831,CL010,2025-12-01,Call,Refused,,,2025-12-10
A00001109,L000953,C00032,CL015,2025-12-10,Field Visit,Promise to Pay,2025-12-18,2126109,2025-12-19
A00001110,L000953,C00032,CL015,2025-12-11,Call,No Answer,,,2025-12-18
A00001111,L000959,C00976,CL007,2025-12-14,Call,Wrong Number,,,2025-12-15
A00001112,L000959,C00976,CL006,2025-12-12,SMS,Promise to Pay,2025-12-21,1114028,2025-12-13
A00001113,L000959,C00976,CL003,2025-12-04,SMS,Rescheduled,,,2025-12-11
A00001114,L000959,C00976,CL006,2025-11-26,Call,Refused,,,2025-12-03
A00001115,L000960,C01839,CL023,2025-12-31,SMS,Promise to Pay,2026-01-12,741778,2026-01-01
A00001116,L000960,C01839,CL024,2025-12-03,Push,Paid,,,2025-12-08
A00001117,L000960,C01839,CL027,2025-12-15,Call,Promise to Pay,2025-12-21,430715,2025-12-19
A00001118,L000960,C01839,CL025,2025-12-20,SMS,No Answer,,,2025-12-24
A00001119,L000960,C01839,CL022,2025-12-31,Push,No Answer,,,2026-01-02
A00001120,L000960,C01839,CL020,2025-12-05,Field Visit,Refused,,,2025-12-13
A00001121,L000972,C00412,CL002,2025-12-21,Call,Paid,,,2025-12-25
A00001122,L000974,C01883,CL029,2025-10-30,Call,Wrong Number,,,2025-11-08
A00001123,L000974,C01883,CL020,2025-10-30,Call,No Answer,,,2025-10-31
A00001124,L000974,C01883,CL028,2025-12-14,SMS,Promise to Pay,2025-12-17,1136551,2025-12-15
A00001125,L000974,C01883,CL020,2025-12-19,Email,Refused,,,2025-12-29
A00001126,L000974,C01883,CL027,2025-11-01,Push,Rescheduled,,,2025-11-08
A00001127,L000974,C01883,CL021,2025-10-19,Call,No Answer,,,2025-10-24
A00001128,L000974,C01883,CL020,2025-12-04,Field Visit,Promise to Pay,2025-12-08,1414697,2025-12-07
A00001129,L000974,C01883,CL017,2025-11-24,SMS,No Answer,,,2025-11-27
A00001130,L000981,C02249,CL015,2025-12-06,Push,Rescheduled,,,2025-12-11
A00001131,L000988,C01116,CL028,2025-10-07,Field Visit,Refused,,,2025-10-09
A00001132,L000988,C01116,CL023,2025-10-29,SMS,No Answer,,,2025-11-02
A00001133,L000988,C01116,CL020,2025-09-28,Call,Paid,,,2025-10-01
A00001134,L000988,C01116,CL020,2025-12-18,Call,Wrong Number,,,2025-12-21
A00001135,L000993,C00729,CL015,2025-12-13,SMS,No Answer,,,2025-12-16
A00001136,L000993,C00729,CL007,2025-12-17,Call,No Answer,,,2025-12-26
A00001137,L000993,C00729,CL008,2025-12-09,Call,No Answer,,,2025-12-16
A00001138,L000995,C00208,CL005,2025-12-20,Call,No Answer,,,2025-12-25
A00001139,L000996,C00699,CL019,2025-11-10,Call,No Answer,,,2025-11-15
A00001140,L000996,C00699,CL025,2025-11-29,Call,Promise to Pay,2025-11-30,1106167,2025-12-06
A00001141,L000996,C00699,CL019,2025-11-28,Call,Promise to Pay,2025-12-11,1636855,2025-11-29
A00001142,L001001,C01626,CL018,2025-12-11,Field Visit,Wrong Number,,,2025-12-20
A00001143,L001001,C01626,CL016,2025-11-15,Call,No Answer,,,2025-11-23
A00001144,L001001,C01626,CL022,2025-10-19,SMS,Wrong Number,,,2025-10-27
A00001145,L001001,C01626,CL026,2025-10-11,Call,Promise to Pay,2025-10-16,132721,2025-10-19
A00001146,L001005,C00613,CL003,2025-12-18,Call,No Answer,,,2025-12-24
A00001147,L001007,C01610,CL002,2025-12-22,Call,No Answer,,,2025-12-26
A00001148,L001007,C01610,CL005,2025-12-14,Call,Wrong Number,,,2025-12-19
A00001149,L001007,C01610,CL010,2025-12-27,SMS,Promise to Pay,2026-01-05,103882,2025-12-29
A00001150,L001007,C01610,CL004,2025-12-05,Email,No Answer,,,2025-12-15
A00001151,L001007,C01610,CL003,2025-12-12,Call,Refused,,,2025-12-15
A00001152,L001010,C00732,CL028,2025-12-03,Call,No Answer,,,2025-12-06
A00001153,L001010,C00732,CL030,2025-12-07,SMS,Refused,,,2025-12-08
A00001154,L001016,C00784,CL029,2025-11-15,Call,Promise to Pay,2025-11-22,108834,2025-11-20
A00001155,L001016,C00784,CL022,2025-12-17,Field Visit,Refused,,,2025-12-20
A00001156,L001016,C00784,CL025,2025-12-23,Field Visit,Rescheduled,,,2025-12-28
A00001157,L001016,C00784,CL018,2025-11-21,Call,No Answer,,,2025-11-27
A00001158,L001016,C00784,CL025,2025-12-04,Push,No Answer,,,2025-12-09
A00001159,L001017,C02367,CL029,2025-12-06,Push,Rescheduled,,,2025-12-16
A00001160,L001017,C02367,CL020,2025-11-12,Call,Refused,,,2025-11-21
A00001161,L001017,C02367,CL017,2025-11-25,SMS,Promise to Pay,2025-12-09,1582626,2025-12-05
A00001162,L001017,C02367,CL022,2025-11-29,Call,No Answer,,,2025-12-03
A00001163,L001017,C02367,CL020,2025-11-08,Call,Promise to Pay,2025-11-16,1159178,2025-11-10
A00001164,L001026,C00844,CL023,2025-12-21,SMS,Promise to Pay,2025-12-24,2018472,2025-12-27
A00001165,L001026,C00844,CL022,2025-10-19,Push,Rescheduled,,,2025-10-26
A00001166,L001026,C00844,CL021,2025-12-12,Push,Promise to Pay,2025-12-22,851482,2025-12-21
A00001167,L001026,C00844,CL026,2025-11-28,Call,No Answer,,,2025-12-07
A00001168,L001026,C00844,CL026,2025-10-14,SMS,No Answer,,,2025-10-21
A00001169,L001026,C00844,CL028,2025-10-06,Call,Promise to Pay,2025-10-13,173226,2025-10-07
A00001170,L001026,C00844,CL024,2025-11-18,Call,Promise to Pay,2025-11-30,2382682,2025-11-28
A00001171,L001026,C00844,CL016,2025-11-12,Push,Promise to Pay,2025-11-14,130920,2025-11-22
A00001172,L001028,C00183,CL016,2025-09-11,SMS,No Answer,,,2025-09-19
A00001173,L001028,C00183,CL016,2025-10-18,Call,Refused,,,2025-10-21
A00001174,L001028,C00183,CL016,2025-09-20,SMS,Refused,,,2025-09-29
A00001175,L001028,C00183,CL037,2025-10-19,Email,Promise to Pay,2025-10-24,234351,2025-10-27
A00001176,L001028,C00183,CL022,2025-09-15,Call,Promise to Pay,2025-09-16,925364,2025-09-22
A00001177,L001028,C00183,CL016,2025-09-08,Call,No Answer,,,2025-09-12
A00001178,L001028,C00183,CL018,2025-09-13,Push,Paid,,,2025-09-22
A00001179,L001028,C00183,CL031,2025-08-13,Field Visit,Refused,,,2025-08-21
A00001180,L001028,C00183,CL042,2025-10-19,Call,Promise to Pay,2025-11-01,126173,2025-10-28
A00001181,L001028,C00183,CL045,2025-10-08,SMS,Refused,,,2025-10-11
A00001182,L001028,C00183,CL039,2025-08-19,SMS,Promise to Pay,2025-08-29,392304,2025-08-20
A00001183,L001028,C00183,CL033,2025-08-27,Call,Paid,,,2025-08-30
A00001184,L001029,C00785,CL026,2025-12-18,Push,Rescheduled,,,2025-12-24
A00001185,L001029,C00785,CL026,2025-12-08,Field Visit,Refused,,,2025-12-17
A00001186,L001029,C00785,CL028,2025-12-10,Call,Paid,,,2025-12-16
A00001187,L001029,C00785,CL025,2025-12-19,Field Visit,Promise to Pay,2025-12-22,237087,2025-12-28
A00001188,L001029,C00785,CL021,2025-11-27,SMS,No Answer,,,2025-12-05
A00001189,L001029,C00785,CL016,2025-12-24,Push,No Answer,,,2025-12-30
A00001190,L001035,C02200,CL006,2025-12-17,Call,Promise to Pay,2025-12-18,2922245,2025-12-27
A00001191,L001035,C02200,CL015,2025-12-12,Push,Promise to Pay,2025-12-24,1031512,2025-12-13
A00001192,L001035,C02200,CL003,2025-12-03,Call,No Answer,,,2025-12-13
A00001193,L001035,C02200,CL014,2025-12-10,SMS,No Answer,,,2025-12-18
A00001194,L001035,C02200,CL011,2025-12-17,Push,No Answer,,,2025-12-24
A00001195,L001038,C02210,CL007,2025-12-13,SMS,Rescheduled,,,2025-12-21
A00001196,L001038,C02210,CL014,2025-12-17,Call,Refused,,,2025-12-21
A00001197,L001038,C02210,CL013,2025-12-15,Push,Rescheduled,,,2025-12-21
A00001198,L001038,C02210,CL010,2025-12-18,Call,Promise to Pay,2025-12-29,109339,2025-12-19
A00001199,L001038,C02210,CL006,2025-12-14,Call,No Answer,,,2025-12-23
A00001200,L001040,C02290,CL005,2025-12-23,Field Visit,Wrong Number,,,2025-12-31
A00001201,L001040,C02290,CL005,2025-12-24,Call,Paid,,,2025-12-31
A00001202,L001040,C02290,CL003,2025-12-27,SMS,Rescheduled,,,2026-01-01
A00001203,L001040,C02290,CL010,2025-12-27,Call,Promise to Pay,2026-01-01,3020094,2025-12-29
A00001204,L001040,C02290,CL013,2025-12-31,Push,No Answer,,,2026-01-05
A00001205,L001044,C01145,CL032,2025-11-22,Call,No Answer,,,2025-11-24
A00001206,L001044,C01145,CL037,2025-09-07,Field Visit,Paid,,,2025-09-12
A00001207,L001044,C01145,CL038,2025-11-30,SMS,No Answer,,,2025-12-05
A00001208,L001044,C01145,CL041,2025-09-17,Push,Refused,,,2025-09-26
A00001209,L001044,C01145,CL032,2025-09-16,Push,Promise to Pay,2025-09-18,932344,2025-09-21
A00001210,L001044,C01145,CL045,2025-10-05,Call,Paid,,,2025-10-09
A00001211,L001044,C01145,CL036,2025-09-27,SMS,Rescheduled,,,2025-10-06
A00001212,L001044,C01145,CL016,2025-10-29,Call,No Answer,,,2025-11-06
A00001213,L001044,C01145,CL030,2025-11-10,Call,Rescheduled,,,2025-11-12
A00001214,L001044,C01145,CL038,2025-11-25,SMS,Rescheduled,,,2025-11-30
A00001215,L001044,C01145,CL037,2025-09-25,SMS,Rescheduled,,,2025-09-29
A00001216,L001044,C01145,CL033,2025-12-02,Call,No Answer,,,2025-12-04
A00001217,L001049,C02350,CL004,2025-12-26,SMS,Paid,,,2025-12-28
A00001218,L001052,C01355,CL012,2025-12-27,Email,Wrong Number,,,2025-12-31
A00001219,L001052,C01355,CL013,2025-12-24,Field Visit,Refused,,,2026-01-02
A00001220,L001052,C01355,CL014,2025-12-24,Call,Paid,,,2025-12-31
A00001221,L001052,C01355,CL009,2025-12-24,Call,Promise to Pay,2026-01-02,252531,2025-12-31
A00001222,L001052,C01355,CL014,2025-12-21,Call,Rescheduled,,,2025-12-23
A00001223,L001053,C00564,CL002,2025-12-27,Call,Wrong Number,,,2026-01-04
A00001224,L001053,C00564,CL009,2025-12-28,Field Visit,No Answer,,,2026-01-07
A00001225,L001053,C00564,CL012,2025-12-29,Email,Promise to Pay,2026-01-09,615392,2026-01-04
A00001226,L001057,C01105,CL027,2025-09-24,SMS,Paid,,,2025-10-03
A00001227,L001057,C01105,CL026,2025-11-12,Call,Promise to Pay,2025-11-22,198886,2025-11-17
A00001228,L001057,C01105,CL024,2025-12-08,Email,No Answer,,,2025-12-12
A00001229,L001058,C01366,CL006,2025-12-14,Call,No Answer,,,2025-12-24
A00001230,L001058,C01366,CL011,2025-12-13,Call,No Answer,,,2025-12-17
A00001231,L001058,C01366,CL010,2025-12-11,SMS,Rescheduled,,,2025-12-14
A00001232,L001058,C01366,CL015,2025-12-01,Push,No Answer,,,2025-12-11
A00001233,L001060,C02317,CL030,2025-11-08,SMS,No Answer,,,2025-11-14
A00001234,L001060,C02317,CL020,2025-11-17,Field Visit,Rescheduled,,,2025-11-18
A00001235,L001062,C01441,CL010,2025-11-25,SMS,No Answer,,,2025-11-28
A00001236,L001062,C01441,CL011,2025-11-22,Call,Promise to Pay,2025-11-25,137591,2025-11-23
A00001237,L001066,C01096,CL024,2025-11-09,Call,Refused,,,2025-11-18
A00001238,L001066,C01096,CL025,2025-11-14,Call,No Answer,,,2025-11-21
A00001239,L001066,C01096,CL018,2025-11-26,Field Visit,Rescheduled,,,2025-12-05
A00001240,L001066,C01096,CL018,2025-11-28,Push,No Answer,,,2025-12-04
A00001241,L001070,C00125,CL009,2025-12-18,Field Visit,Refused,,,2025-12-26
A00001242,L001072,C02155,CL011,2025-12-07,Call,Promise to Pay,2025-12-17,419749,2025-12-16
A00001243,L001072,C02155,CL010,2025-12-16,Push,No Answer,,,2025-12-17
A00001244,L001072,C02155,CL001,2025-12-17,Push,No Answer,,,2025-12-25
A00001245,L001072,C02155,CL008,2025-12-08,SMS,Paid,,,2025-12-13
A00001246,L001074,C01412,CL004,2025-12-07,Call,Paid,,,2025-12-12
A00001247,L001074,C01412,CL005,2025-12-08,Call,No Answer,,,2025-12-16
A00001248,L001076,C00744,CL012,2025-12-03,Call,No Answer,,,2025-12-12
A00001249,L001078,C01860,CL004,2025-12-16,Call,Promise to Pay,2025-12-20,562012,2025-12-25
A00001250,L001078,C01860,CL005,2025-12-17,Call,Promise to Pay,2025-12-28,193165,2025-12-20
A00001251,L001083,C01396,CL002,2025-12-19,Call,No Answer,,,2025-12-23
A00001252,L001083,C01396,CL004,2025-12-20,Call,No Answer,,,2025-12-29
A00001253,L001083,C01396,CL009,2025-12-11,SMS,Paid,,,2025-12-17
A00001254,L001084,C01612,CL021,2025-12-19,Call,No Answer,,,2025-12-24
A00001255,L001084,C01612,CL024,2025-12-16,SMS,No Answer,,,2025-12-25
A00001256,L001084,C01612,CL028,2025-11-20,Email,Promise to Pay,2025-11-23,4223107,2025-11-29
A00001257,L001084,C01612,CL023,2025-10-27,Call,Paid,,,2025-11-06
A00001258,L001084,C01612,CL017,2025-11-24,Call,No Answer,,,2025-11-27
A00001259,L001087,C02293,CL004,2025-12-12,Call,No Answer,,,2025-12-22
A00001260,L001089,C01937,CL040,2025-10-16,SMS,Paid,,,2025-10-22
A00001261,L001089,C01937,CL028,2025-08-15,Call,Promise to Pay,2025-08-26,994437,2025-08-22
A00001262,L001089,C01937,CL028,2025-07-25,SMS,Promise to Pay,2025-08-04,826174,2025-07-26
A00001263,L001089,C01937,CL021,2025-08-11,Call,Promise to Pay,2025-08-22,1115086,2025-08-18
A00001264,L001089,C01937,CL031,2025-08-11,Call,No Answer,,,2025-08-17
A00001265,L001089,C01937,CL042,2025-10-04,SMS,Paid,,,2025-10-12
A00001266,L001089,C01937,CL035,2025-08-07,SMS,Promise to Pay,2025-08-20,541352,2025-08-12
A00001267,L001089,C01937,CL033,2025-08-08,Call,Promise to Pay,2025-08-21,1858092,2025-08-09
A00001268,L001095,C01367,CL028,2025-12-01,SMS,No Answer,,,2025-12-03
A00001269,L001095,C01367,CL023,2025-11-09,SMS,Promise to Pay,2025-11-19,196905,2025-11-13
A00001270,L001095,C01367,CL029,2025-10-31,Field Visit,Rescheduled,,,2025-11-01
A00001271,L001095,C01367,CL028,2025-11-13,Push,No Answer,,,2025-11-23
A00001272,L001095,C01367,CL026,2025-11-11,Call,Rescheduled,,,2025-11-14
A00001273,L001095,C01367,CL027,2025-12-06,Field Visit,Promise to Pay,2025-12-12,294958,2025-12-15
A00001274,L001101,C02046,CL020,2025-12-03,Call,Promise to Pay,2025-12-09,928808,2025-12-09
A00001275,L001101,C02046,CL025,2025-12-31,Field Visit,Promise to Pay,2026-01-14,314757,2026-01-01
A00001276,L001101,C02046,CL017,2025-12-25,Call,Promise to Pay,2025-12-27,1559903,2026-01-02
A00001277,L001101,C02046,CL024,2025-12-23,Call,Rescheduled,,,2025-12-30
A00001278,L001101,C02046,CL020,2025-12-04,Call,Refused,,,2025-12-14
A00001279,L001101,C02046,CL017,2025-11-13,SMS,Rescheduled,,,2025-11-22
A00001280,L001101,C02046,CL019,2025-12-04,Call,Refused,,,2025-12-14
A00001281,L001101,C02046,CL024,2025-12-18,Call,No Answer,,,2025-12-25
A00001282,L001103,C00653,CL002,2025-12-21,SMS,Promise to Pay,2026-01-04,191837,2025-12-29
A00001283,L001103,C00653,CL005,2025-12-24,Email,No Answer,,,2025-12-29
A00001284,L001103,C00653,CL015,2025-12-25,Call,Refused,,,2025-12-27
A00001285,L001103,C00653,CL002,2025-12-26,Call,No Answer,,,2025-12-28
A00001286,L001108,C02201,CL004,2025-12-21,Call,No Answer,,,2025-12-23
A00001287,L001108,C02201,CL008,2025-12-16,Push,Promise to Pay,2025-12-26,1344435,2025-12-20
A00001288,L001108,C02201,CL004,2025-12-15,Call,No Answer,,,2025-12-18
A00001289,L001108,C02201,CL014,2025-12-19,Call,Promise to Pay,2025-12-28,737251,2025-12-21
A00001290,L001110,C01557,CL010,2025-12-05,SMS,Paid,,,2025-12-15
A00001291,L001113,C02493,CL007,2025-11-30,Field Visit,Paid,,,2025-12-09
A00001292,L001117,C02425,CL028,2025-11-26,Call,Promise to Pay,2025-11-27,324849,2025-11-29
A00001293,L001117,C02425,CL020,2025-12-08,Call,Paid,,,2025-12-09
A00001294,L001117,C02425,CL026,2025-12-01,Call,Promise to Pay,2025-12-05,1354758,2025-12-02
A00001295,L001117,C02425,CL022,2025-11-13,Push,Rescheduled,,,2025-11-20
A00001296,L001117,C02425,CL022,2025-12-21,Field Visit,Refused,,,2025-12-28
A00001297,L001117,C02425,CL018,2025-12-23,Call,Refused,,,2025-12-24
A00001298,L001120,C01123,CL007,2025-12-12,Call,Paid,,,2025-12-16
A00001299,L001120,C01123,CL005,2025-12-19,Push,Rescheduled,,,2025-12-21
A00001300,L001120,C01123,CL011,2025-12-23,Call,Promise to Pay,2025-12-25,251593,2025-12-30
A00001301,L001120,C01123,CL008,2025-12-22,Field Visit,No Answer,,,2025-12-23
A00001302,L001121,C01446,CL003,2025-12-15,Field Visit,Paid,,,2025-12-20
A00001303,L001121,C01446,CL004,2025-12-13,Field Visit,Promise to Pay,2025-12-26,227114,2025-12-23
A00001304,L001121,C01446,CL011,2025-11-29,Email,No Answer,,,2025-11-30
A00001305,L001121,C01446,CL011,2025-12-02,Field Visit,Rescheduled,,,2025-12-08
A00001306,L001121,C01446,CL002,2025-12-16,Field Visit,Refused,,,2025-12-24
A00001307,L001124,C02315,CL022,2025-12-28,SMS,Paid,,,2025-12-31
A00001308,L001124,C02315,CL017,2025-12-21,Field Visit,Rescheduled,,,2025-12-22
A00001309,L001124,C02315,CL021,2025-11-28,Call,No Answer,,,2025-12-04
A00001310,L001127,C00434,CL031,2025-12-31,SMS,No Answer,,,2026-01-08
A00001311,L001127,C00434,CL024,2025-12-31,SMS,Promise to Pay,2026-01-14,609651,2026-01-06
A00001312,L001127,C00434,CL036,2025-12-31,Call,No Answer,,,2026-01-01
A00001313,L001127,C00434,CL033,2025-12-31,Call,Promise to Pay,2026-01-12,382403,2026-01-07
A00001314,L001131,C00359,CL017,2025-11-18,Push,Promise to Pay,2025-11-28,117525,2025-11-21
A00001315,L001131,C00359,CL025,2025-10-24,Call,Promise to Pay,2025-11-04,156130,2025-10-28
A00001316,L001131,C00359,CL018,2025-10-31,SMS,Rescheduled,,,2025-11-02
A00001317,L001132,C01131,CL021,2025-10-11,SMS,Paid,,,2025-10-14
A00001318,L001132,C01131,CL026,2025-11-12,Field Visit,Rescheduled,,,2025-11-19
A00001319,L001134,C02078,CL001,2025-11-26,Call,Promise to Pay,2025-11-30,161499,2025-12-04
A00001320,L001142,C00535,CL015,2025-12-24,Push,Wrong Number,,,2025-12-26
A00001321,L001142,C00535,CL014,2025-12-24,Call,Refused,,,2026-01-02
A00001322,L001142,C00535,CL006,2025-12-24,Email,Wrong Number,,,2025-12-28
A00001323,L001142,C00535,CL002,2025-12-23,Call,Refused,,,2026-01-01
A00001324,L001142,C00535,CL007,2025-12-23,SMS,No Answer,,,2025-12-29
A00001325,L001151,C00987,CL012,2025-12-17,Call,Paid,,,2025-12-20
A00001326,L001151,C00987,CL012,2025-12-20,Call,Promise to Pay,2026-01-03,261259,2025-12-26
A00001327,L001156,C02499,CL001,2025-12-20,SMS,Promise to Pay,2026-01-03,123644,2025-12-28
A00001328,L001158,C00326,CL002,2025-12-07,Call,Promise to Pay,2025-12-13,115526,2025-12-11
A00001329,L001158,C00326,CL004,2025-11-28,Push,Paid,,,2025-12-05
A00001330,L001158,C00326,CL003,2025-12-16,Push,Rescheduled,,,2025-12-26
A00001331,L001160,C00325,CL036,2025-08-22,Push,Rescheduled,,,2025-08-30
A00001332,L001160,C00325,CL036,2025-09-19,Field Visit,No Answer,,,2025-09-21
A00001333,L001160,C00325,CL026,2025-09-07,SMS,Promise to Pay,2025-09-16,148846,2025-09-11
A00001334,L001160,C00325,CL021,2025-09-30,SMS,Paid,,,2025-10-07
A00001335,L001160,C00325,CL039,2025-08-15,SMS,Rescheduled,,,2025-08-16
A00001336,L001160,C00325,CL016,2025-07-29,SMS,Promise to Pay,2025-08-07,121986,2025-08-01
A00001337,L001160,C00325,CL027,2025-09-26,SMS,No Answer,,,2025-10-03
A00001338,L001160,C00325,CL032,2025-07-31,Field Visit,Paid,,,2025-08-06
A00001339,L001161,C02019,CL040,2025-12-19,Push,Promise to Pay,2025-12-22,273728,2025-12-29
A00001340,L001161,C02019,CL036,2025-12-31,Field Visit,Paid,,,2026-01-01
A00001341,L001161,C02019,CL030,2025-12-31,Push,Rescheduled,,,2026-01-06
A00001342,L001161,C02019,CL028,2025-12-31,SMS,No Answer,,,2026-01-05
A00001343,L001161,C02019,CL035,2025-12-31,SMS,Refused,,,2026-01-06
A00001344,L001161,C02019,CL034,2025-11-10,Push,Wrong Number,,,2025-11-15
A00001345,L001161,C02019,CL043,2025-12-31,Push,Paid,,,2026-01-10
A00001346,L001161,C02019,CL045,2025-11-24,SMS,No Answer,,,2025-11-25
A00001347,L001161,C02019,CL032,2025-12-16,Call,No Answer,,,2025-12-23
A00001348,L001162,C02129,CL020,2025-12-09,Call,Promise to Pay,2025-12-21,105853,2025-12-18
A00001349,L001162,C02129,CL023,2025-12-23,SMS,Refused,,,2025-12-28
A00001350,L001162,C02129,CL021,2025-12-04,Call,No Answer,,,2025-12-12
A00001351,L001162,C02129,CL021,2025-12-13,Call,No Answer,,,2025-12-20
A00001352,L001162,C02129,CL026,2025-12-26,Call,Paid,,,2026-01-04
A00001353,L001162,C02129,CL023,2025-12-03,Push,Paid,,,2025-12-09
A00001354,L001162,C02129,CL021,2025-11-22,Email,Paid,,,2025-11-28
A00001355,L001165,C00882,CL032,2025-09-13,SMS,Promise to Pay,2025-09-20,212725,2025-09-14
A00001356,L001165,C00882,CL032,2025-08-08,Push,Rescheduled,,,2025-08-18
A00001357,L001165,C00882,CL030,2025-09-24,Push,No Answer,,,2025-09-29
A00001358,L001165,C00882,CL030,2025-08-07,SMS,Rescheduled,,,2025-08-11
A00001359,L001166,C02449,CL011,2025-12-21,Push,No Answer,,,2025-12-30
A00001360,L001166,C02449,CL004,2025-12-20,Call,Refused,,,2025-12-21
A00001361,L001166,C02449,CL003,2025-12-18,Field Visit,Paid,,,2025-12-27
A00001362,L001166,C02449,CL010,2025-12-18,Push,No Answer,,,2025-12-19
A00001363,L001167,C01385,CL002,2025-12-25,SMS,No Answer,,,2026-01-04
A00001364,L001167,C01385,CL006,2025-12-26,Call,Paid,,,2026-01-04
A00001365,L001167,C01385,CL007,2025-12-26,Push,Paid,,,2026-01-05
A00001366,L001167,C01385,CL015,2025-12-28,SMS,No Answer,,,2025-12-31
A00001367,L001167,C01385,CL011,2025-12-26,Field Visit,No Answer,,,2026-01-03
A00001368,L001171,C00564,CL018,2025-10-16,SMS,Paid,,,2025-10-19
A00001369,L001171,C00564,CL021,2025-12-03,SMS,Rescheduled,,,2025-12-07
A00001370,L001172,C01571,CL010,2025-12-17,Call,No Answer,,,2025-12-24
A00001371,L001172,C01571,CL007,2025-12-22,SMS,Paid,,,2025-12-27
A00001372,L001172,C01571,CL001,2025-12-15,Call,Rescheduled,,,2025-12-21
A00001373,L001172,C01571,CL013,2025-12-20,SMS,Refused,,,2025-12-25
A00001374,L001176,C01374,CL005,2025-12-13,Field Visit,Refused,,,2025-12-23
A00001375,L001177,C01730,CL034,2025-09-06,Email,Paid,,,2025-09-15
A00001376,L001177,C01730,CL026,2025-10-26,Call,Wrong Number,,,2025-10-31
